source,indicator_code,region_code,period,value,unit,vintage,retrieved_at,source_url,missing_reason
INTERNAL,TFR,KR-29,2025,0.81,명,잠정,2026-09-16T16:46:12+09:00,file://D:\LLM_agent\policy-data-pipeline-main\exercises\03\internal_panel.xlsx,
INTERNAL,TFR,KR-46,2023,0.97,명,확정,2026-09-16T16:46:12+09:00,file://D:\LLM_agent\policy-data-pipeline-main\exercises\03\internal_panel.xlsx,
INTERNAL,TFR,KR-46,2024,1.03,명,확정,2026-09-16T16:46:12+09:00,file://D:\LLM_agent\policy-data-pipeline-main\exercises\03\internal_panel.xlsx,
INTERNAL,TFR,KR-46,2025,0.97,명,잠정,2026-09-16T16:46:12+09:00,file://D:\LLM_agent\policy-data-pipeline-main\exercises\03\internal_panel.xlsx,
INTERNAL,TFR,KR-36,2023,0.97,명,확정,2026-09-16T16:46:12+09:00,file://D:\LLM_agent\policy-data-pipeline-main\exercises\03\internal_panel.xlsx,
INTERNAL,TFR,KR-36,2024,,명,확정,2026-09-16T16:46:12+09:00,file://D:\LLM_agent\policy-data-pipeline-main\exercises\03\internal_panel.xlsx,NA_NOTSURVEYED
INTERNAL,TFR,KR-36,2025,1.03,명,잠정,2026-09-16T16:46:12+09:00,file://D:\LLM_agent\policy-data-pipeline-main\exercises\03\internal_panel.xlsx,
INTERNAL,TFR,KR-50,2023,0.83,명,확정,2026-09-16T16:46:12+09:00,file://D:\LLM_agent\policy-data-pipeline-main\exercises\03\internal_panel.xlsx,
INTERNAL,TFR,KR-50,2024,,명,확정,2026-09-16T16:46:12+09:00,file://D:\LLM_agent\policy-data-pipeline-main\exercises\03\internal_panel.xlsx,NA_NOTSURVEYED
INTERNAL,TFR,KR-50,2025,0.84,명,잠정,2026-09-16T16:46:12+09:00,file://D:\LLM_agent\policy-data-pipeline-main\exercises\03\internal_panel.xlsx,
